OrderID,OrderDate,CustomerID,Country,State,City,ProductCategory,ProductName,QuantitySold,UnitPrice,UnitCost,SaleValue,Profit,CustomerSegment,ShipmentStatus
10054,2023-03-17 10:14:09.432407,C2369,Brazil,São Paulo,Savagefort,Electronics,Smartphone,1,293.64,202.38,293.64,91.26,Mid-Value,In Transit
10055,2022-01-13 13:37:38.957850,C2754,USA,California,Lake Johnville,Electronics,Smartwatch,3,261.91,132.6,785.73,387.93,Low-Value,Delivered
10056,2023-12-28 15:14:41.708367,C2494,Germany,Berlin,Riosburgh,Electronics,Laptop,5,224.68,132.77,1123.4,459.55,Low-Value,Processing
10057,2024-03-16 22:19:29.034778,C2702,India,Karnataka,South Alexis,Home Goods,Blender,4,227.39,152.98,909.56,297.64,Low-Value,In Transit
10058,2022-10-10 08:39:25.346570,C2288,Brazil,Rio de Janeiro,West Veronicaberg,Clothing,Jeans,1,387.5,241.41,387.5,146.09,High-Value,Returned
10059,2023-01-15 23:01:20.913992,C2533,Germany,Hesse,Wiseton,Books,Science Journal,4,391.36,163.79,1565.44,910.28,Mid-Value,Processing
10060,2022-11-24 11:30:17.938997,C2341,USA,California,Brandonmouth,Clothing,T-Shirt,4,152.16,80.63,608.64,286.12,Low-Value,In Transit
10061,2023-11-30 03:07:09.891041,C2171,Germany,Hamburg,Reyesville,Home Goods,Towel Set,2,441.47,182.79,882.94,517.36,Mid-Value,In Transit
10062,2023-03-25 17:30:59.416205,C2397,India,Maharashtra,East Daniel,Clothing,Jeans,5,77.6,51.21,388.0,131.95,Low-Value,Returned
10063,2023-11-03 17:48:11.656095,C2297,Brazil,Bahia,South Dianastad,Home Goods,Coffee Maker,3,281.25,173.4,843.75,323.55,Mid-Value,In Transit
10064,2022-08-14 22:14:30.044335,C2949,USA,Florida,Lake Steven,Clothing,Jeans,1,86.88,50.5,86.88,36.38,High-Value,Processing
10065,2022-08-07 16:11:25.380893,C2194,USA,Texas,Sharonville,Clothing,T-Shirt,4,287.62,134.21,1150.48,613.64,High-Value,Returned
10066,2024-02-17 19:43:09.212848,C2662,Germany,Hamburg,Alisonborough,Electronics,Smartwatch,1,58.59,33.01,58.59,25.58,Low-Value,In Transit
10067,2022-02-20 08:10:57.563844,C2375,India,Karnataka,Dawsonport,Books,Biography,1,16.76,6.83,16.76,9.93,Low-Value,Returned
10068,2022-06-21 10:26:09.097894,C2603,UK,Scotland,Rowlandville,Clothing,Jacket,1,338.69,219.23,338.69,119.46,Low-Value,Delivered
10069,2023-05-16 15:24:55.219747,C2716,UK,Northern Ireland,Michaelview,Clothing,Jeans,5,446.16,280.63,2230.8,827.65,Mid-Value,Processing
10070,2023-04-19 09:47:04.637368,C2840,Germany,Hesse,West Christopherborough,Home Goods,Blender,4,436.27,240.3,1745.08,783.88,Mid-Value,Delivered
10071,2023-01-23 23:53:57.040968,C2991,Germany,Hamburg,Davisfurt,Home Goods,Vacuum Cleaner,5,38.16,27.39,190.8,53.85,High-Value,In Transit
10072,2022-09-04 15:30:36.889375,C2267,Germany,Bavaria,Levymouth,Home Goods,Towel Set,1,81.47,34.72,81.47,46.75,Low-Value,In Transit
10073,2022-01-16 13:05:30.009720,C2520,Germany,Hesse,New Amanda,Books,Science Journal,3,45.23,27.52,135.69,53.13,High-Value,Delivered
10074,2023-02-23 13:19:27.412428,C2576,Brazil,Rio de Janeiro,Davenportshire,Electronics,Headphones,1,442.98,262.75,442.98,180.23,Mid-Value,Returned
10075,2022-06-27 23:04:06.705004,C2234,Brazil,Minas Gerais,East Scottside,Electronics,Smartwatch,2,144.26,93.0,288.52,102.52,Mid-Value,Returned
10076,2022-09-03 11:34:06.885926,C2460,Germany,Hesse,Greenville,Home Goods,Coffee Maker,5,133.5,92.87,667.5,203.15,Low-Value,Processing
10077,2022-05-06 22:40:00.945723,C2755,USA,New York,Fordhaven,Electronics,Headphones,3,295.34,175.17,886.02,360.51,Mid-Value,Delivered
10078,2023-08-03 07:13:19.706544,C2885,USA,California,South Jeffreychester,Clothing,Sweater,2,264.85,122.06,529.7,285.58,Low-Value,Delivered
10079,2024-03-04 23:37:47.642385,C2531,USA,New York,South Samanthamouth,Books,Cookbook,1,325.92,212.39,325.92,113.53,High-Value,In Transit
10080,2022-05-28 22:49:20.156380,C2705,USA,Texas,South Jade,Home Goods,Vacuum Cleaner,1,151.03,85.73,151.03,65.3,High-Value,Processing
10081,2024-04-06 20:12:18.763811,C2266,Germany,Hesse,Hernandezmouth,Home Goods,Coffee Maker,2,430.56,258.83,861.12,343.46,Low-Value,In Transit
10082,2023-04-18 05:32:43.166025,C2617,India,Tamil Nadu,Stoneshire,Electronics,Headphones,1,361.37,184.74,361.37,176.63,High-Value,In Transit
10083,2023-10-04 17:17:47.417595,C2721,UK,Wales,Fishermouth,Home Goods,Vacuum Cleaner,5,186.68,111.51,933.4,375.85,Mid-Value,Delivered
10084,2023-05-30 11:21:00.664713,C2079,India,Karnataka,East Debra,Home Goods,Vacuum Cleaner,4,419.76,216.27,1679.04,813.96,High-Value,Returned
10085,2024-05-20 23:36:01.470560,C2755,India,Maharashtra,Savannahbury,Electronics,Smartwatch,1,98.64,55.79,98.64,42.85,Low-Value,Delivered
10086,2023-01-16 20:51:05.590544,C2606,India,Karnataka,Lake Donaldton,Books,Cookbook,1,56.22,31.76,56.22,24.46,High-Value,Delivered
10087,2023-09-09 08:31:42.419846,C2483,Germany,Hamburg,East Shaneport,Clothing,Jeans,3,347.15,209.59,1041.45,412.68,Mid-Value,Delivered
10088,2022-05-26 12:19:54.518697,C2444,USA,Texas,Williamburgh,Home Goods,Vacuum Cleaner,5,108.37,57.68,541.85,253.45,Low-Value,Delivered
10089,2022-06-09 21:23:19.872900,C2604,Brazil,Minas Gerais,Marieborough,Clothing,Jeans,3,148.11,105.82,444.33,126.87,High-Value,Processing
10090,2022-04-22 02:16:46.714516,C2389,UK,Scotland,Riosfort,Electronics,Smartphone,3,270.86,135.34,812.58,406.56,High-Value,Processing
10091,2023-06-01 05:53:50.539438,C2456,UK,England,Karifurt,Electronics,Laptop,5,388.85,278.22,1944.25,553.15,Low-Value,Delivered
10092,2023-01-04 10:53:45.508020,C2345,USA,New York,East Elizabethfort,Books,Science Journal,2,103.82,65.35,207.64,76.94,Mid-Value,Delivered
10093,2022-06-25 08:29:43.478636,C2482,India,Maharashtra,New Joshua,Clothing,Sweater,2,141.3,61.49,282.6,159.62,Mid-Value,In Transit
10094,2023-09-25 23:37:24.892277,C2514,Germany,Berlin,Julieborough,Electronics,Smartphone,4,297.08,120.4,1188.32,706.72,High-Value,Returned
10095,2023-05-19 04:18:19.925700,C2610,USA,New York,Port Katelynton,Home Goods,Vacuum Cleaner,3,288.05,159.48,864.15,385.71,Low-Value,In Transit
10096,2022-05-12 01:28:36.849756,C2800,UK,Northern Ireland,Port Christianbury,Home Goods,Towel Set,2,123.72,53.09,247.44,141.26,Low-Value,In Transit
10097,2024-03-08 14:12:26.937008,C2303,India,Tamil Nadu,Rebeccaberg,Clothing,T-Shirt,1,95.25,57.23,95.25,38.02,Mid-Value,Delivered
10098,2024-03-21 19:38:42.217394,C2217,Germany,Berlin,Jasontown,Books,Biography,1,74.04,44.68,74.04,29.36,Low-Value,Processing
10099,2022-12-07 12:10:29.950141,C2834,USA,New York,Feliciafort,Clothing,Jeans,1,219.84,92.65,219.84,127.19,Mid-Value,Returned
10100,2024-04-22 21:19:30.517591,C2136,India,Delhi,West Rachelstad,Books,Cookbook,5,370.54,204.97,1852.7,827.85,Low-Value,Processing
10101,2024-03-27 07:06:11.272684,C2509,India,Tamil Nadu,South Brittney,Clothing,Jeans,3,350.03,200.82,1050.09,447.63,High-Value,Processing
10102,2022-05-14 16:34:46.114051,C2780,India,Delhi,Coxland,Clothing,Jacket,2,18.62,7.84,37.24,21.56,High-Value,Returned
10103,2022-05-29 16:03:58.586850,C2732,UK,England,Walkershire,Electronics,Laptop,4,76.12,42.6,304.48,134.08,Low-Value,Returned
10104,2024-01-07 14:56:33.053219,C2642,Germany,Hamburg,Lake Ruben,Clothing,Sweater,1,37.67,18.63,37.67,19.04,High-Value,Processing
10105,2022-07-05 07:18:39.939623,C2525,Brazil,Rio de Janeiro,Gonzaleshaven,Books,Cookbook,2,156.69,63.75,313.38,185.88,Low-Value,Processing
10106,2022-10-22 05:48:36.862354,C2570,Germany,Hamburg,Port Julia,Clothing,Jacket,2,54.15,39.5,108.3,29.3,High-Value,Delivered
10107,2023-08-28 16:26:06.431644,C2254,Germany,Hamburg,Aaronberg,Clothing,Jeans,1,328.54,200.1,328.54,128.44,Mid-Value,Returned
10108,2022-01-25 20:18:33.630038,C2488,India,Maharashtra,Jodiborough,Electronics,Headphones,3,76.87,34.97,230.61,125.7,Mid-Value,Processing
10109,2024-04-14 09:06:03.534735,C2986,Brazil,Bahia,Mcgrathshire,Books,Cookbook,4,183.64,119.96,734.56,254.72,Low-Value,Delivered
10110,2022-01-09 06:25:26.023127,C2911,UK,England,Lake Michael,Electronics,Laptop,3,287.42,189.44,862.26,293.94,Mid-Value,Delivered
10111,2024-04-03 23:05:24.727278,C2941,Germany,Hesse,North Karaville,Books,Biography,2,402.72,268.84,805.44,267.76,Low-Value,Processing
10112,2022-10-28 21:33:22.860011,C2747,Brazil,Bahia,New Kathleen,Clothing,Jacket,3,281.79,136.7,845.37,435.27,High-Value,In Transit
10113,2023-05-29 05:57:46.103489,C2225,India,Delhi,New Tara,Clothing,Jacket,5,326.44,187.32,1632.2,695.6,High-Value,Returned
10114,2024-02-20 23:22:05.465679,C2013,Germany,Berlin,North Daniel,Clothing,Sweater,3,262.94,166.02,788.82,290.76,Mid-Value,Returned
10115,2024-03-27 03:15:13.102799,C2818,USA,Florida,Marilynmouth,Books,Biography,4,245.46,102.77,981.84,570.76,High-Value,In Transit
10116,2022-04-28 10:28:41.873405,C2719,Brazil,Bahia,Russellland,Books,Science Journal,3,43.95,25.09,131.85,56.58,Low-Value,In Transit
10117,2023-03-08 00:16:39.273167,C2114,UK,Northern Ireland,Ashleeborough,Home Goods,Towel Set,3,19.16,9.05,57.48,30.33,Mid-Value,In Transit
10118,2023-03-15 19:49:42.131398,C2500,Germany,Hesse,Christinaborough,Clothing,Jacket,4,294.26,151.84,1177.04,569.68,Mid-Value,Delivered
10119,2023-10-21 17:13:03.992818,C2803,Brazil,Rio de Janeiro,New Kimberly,Clothing,Jeans,1,205.9,131.33,205.9,74.57,Mid-Value,Delivered
10120,2024-05-12 16:06:20.120793,C2775,UK,Northern Ireland,Tiffanyside,Books,Science Journal,5,339.87,192.37,1699.35,737.5,High-Value,Delivered
10121,2022-03-02 01:44:40.651398,C2834,USA,Texas,Seantown,Books,Cookbook,1,327.56,155.31,327.56,172.25,Low-Value,In Transit
10122,2024-05-18 06:08:07.796361,C2695,Germany,Bavaria,Ryanberg,Clothing,T-Shirt,5,279.0,140.4,1395.0,693.0,Mid-Value,Processing
10123,2024-02-26 06:27:40.361032,C2947,USA,New York,Jasonton,Home Goods,Coffee Maker,5,283.78,147.76,1418.9,680.1,High-Value,In Transit
10124,2022-10-13 04:11:45.049525,C2595,USA,Florida,Coffeyton,Electronics,Smartphone,5,51.3,31.3,256.5,100.0,Mid-Value,Delivered
10125,2023-06-22 10:01:41.845683,C2864,UK,England,South Steven,Electronics,Smartphone,3,369.48,184.12,1108.44,556.08,Low-Value,Processing
10126,2023-12-10 00:59:01.108120,C2573,USA,Texas,South Danielton,Clothing,Sweater,4,92.99,43.44,371.96,198.2,High-Value,Processing
10127,2023-10-25 14:24:33.484252,C2616,USA,Florida,Danaport,Home Goods,Towel Set,4,62.04,28.81,248.16,132.92,Mid-Value,Processing
10128,2023-01-03 09:30:44.333816,C2497,Germany,Hesse,Scottchester,Clothing,Sweater,2,190.57,84.03,381.14,213.08,Low-Value,Delivered
10129,2022-10-17 15:48:52.029797,C2790,India,Tamil Nadu,New Ravenport,Home Goods,Towel Set,3,139.52,101.08,418.56,115.32,Mid-Value,Delivered
10130,2022-01-29 13:09:08.671342,C2399,USA,California,Jamesburgh,Clothing,Jacket,5,137.39,102.75,686.95,173.2,Mid-Value,In Transit
10131,2022-05-22 11:18:53.695143,C2654,Germany,Bavaria,Reyesberg,Clothing,T-Shirt,5,78.43,36.35,392.15,210.4,Mid-Value,Delivered
10132,2023-12-05 16:32:16.089927,C2615,India,Delhi,West Stanleyshire,Books,Biography,1,122.04,91.12,122.04,30.92,Low-Value,Delivered
10133,2023-03-13 18:52:29.160539,C2194,India,Karnataka,Henrytown,Clothing,Jeans,5,312.62,174.54,1563.1,690.4,Mid-Value,In Transit
10134,2023-03-15 13:19:14.299854,C2482,Germany,Hesse,Antonioview,Home Goods,Blender,3,112.1,50.66,336.3,184.32,Mid-Value,Returned
10135,2022-01-17 12:34:21.701188,C2590,Germany,Hamburg,Grahamchester,Clothing,T-Shirt,2,410.84,287.08,821.68,247.52,High-Value,In Transit
10136,2022-01-19 00:35:43.734942,C2300,Brazil,Rio de Janeiro,Lake Cindy,Clothing,Jeans,1,122.96,71.11,122.96,51.85,Mid-Value,In Transit
10137,2023-05-31 06:42:31.611736,C2163,Brazil,Minas Gerais,East Jonathonstad,Books,Fiction Novel,3,40.32,28.63,120.96,35.07,Mid-Value,Processing
10138,2022-03-02 12:35:41.663044,C2533,India,Karnataka,Johnnyside,Home Goods,Coffee Maker,3,350.86,181.25,1052.58,508.83,Low-Value,Delivered
10139,2022-02-11 16:28:32.134486,C2673,UK,England,South Johnport,Home Goods,Towel Set,4,156.45,89.61,625.8,267.36,High-Value,Processing
10140,2023-01-15 17:09:13.709739,C2982,Brazil,Bahia,Wheelerville,Home Goods,Coffee Maker,1,308.97,148.95,308.97,160.02,Mid-Value,Returned
10141,2022-09-05 03:35:51.456151,C2933,India,Maharashtra,New Kenneth,Books,Cookbook,1,402.61,265.73,402.61,136.88,High-Value,Delivered
10142,2022-11-23 16:39:59.316970,C2021,USA,New York,Georgeton,Clothing,Jacket,4,223.28,144.47,893.12,315.24,Mid-Value,Returned
10143,2023-07-12 04:24:19.317138,C2888,Germany,Hamburg,Murphyshire,Clothing,Jeans,4,20.53,11.51,82.12,36.08,Low-Value,Delivered
10144,2022-12-12 12:26:10.117131,C2770,UK,Wales,Arellanoberg,Electronics,Headphones,2,250.25,155.45,500.5,189.6,Mid-Value,Delivered
10145,2024-02-14 23:53:04.161587,C2112,Germany,Hesse,Lake Timothy,Home Goods,Vacuum Cleaner,5,47.05,19.35,235.25,138.5,Low-Value,In Transit
10146,2023-02-05 03:48:46.077218,C2317,India,Karnataka,Hamiltonmouth,Electronics,Laptop,5,175.36,105.72,876.8,348.2,Low-Value,In Transit
10147,2022-09-30 07:49:08.000992,C2357,USA,Texas,Lake Jacob,Clothing,Jacket,2,286.44,180.18,572.88,212.52,Mid-Value,Delivered
10148,2024-02-25 18:06:50.802686,C2262,Germany,Berlin,Sharonbury,Electronics,Smartphone,4,183.54,113.17,734.16,281.48,Mid-Value,Processing
10149,2022-07-11 04:44:47.755269,C2371,India,Maharashtra,Clarkville,Home Goods,Vacuum Cleaner,3,280.01,164.27,840.03,347.22,Low-Value,Delivered
10150,2023-11-24 07:41:10.547580,C2799,UK,Scotland,South Donnaberg,Electronics,Laptop,4,64.98,32.64,259.92,129.36,Low-Value,Returned
10151,2022-03-30 05:20:51.280345,C2537,USA,New York,Johnmouth,Electronics,Headphones,3,254.9,170.18,764.7,254.16,High-Value,In Transit
10152,2022-10-20 23:54:04.358146,C2682,Germany,Hesse,Port Christian,Clothing,Jeans,4,39.14,24.88,156.56,57.04,Low-Value,In Transit
10153,2023-03-12 04:16:11.454758,C2141,USA,New York,East Courtneyberg,Clothing,Jacket,1,392.13,188.0,392.13,204.13,Mid-Value,Processing
10154,2022-03-03 08:03:39.736292,C2424,UK,Northern Ireland,Veronicaburgh,Home Goods,Vacuum Cleaner,3,110.97,46.85,332.91,192.36,High-Value,In Transit
10155,2022-02-08 13:50:50.720972,C2205,Brazil,Rio de Janeiro,New Emily,Home Goods,Towel Set,3,330.88,134.67,992.64,588.63,High-Value,Returned
10156,2022-05-09 10:21:20.670480,C2327,Brazil,Bahia,West Samantha,Electronics,Smartwatch,5,302.22,179.7,1511.1,612.6,Low-Value,Delivered
10157,2023-12-07 15:19:06.748827,C2223,Brazil,Minas Gerais,Port Brandon,Clothing,T-Shirt,3,324.66,189.71,973.98,404.85,Low-Value,Delivered
10158,2024-02-20 17:05:02.346701,C2090,Brazil,Minas Gerais,Brownville,Books,Biography,2,272.18,162.24,544.36,219.88,Mid-Value,In Transit
10159,2023-02-11 07:03:08.603350,C2365,Brazil,Bahia,Zamorafurt,Clothing,T-Shirt,5,135.26,90.6,676.3,223.3,Low-Value,Returned
10160,2023-11-07 06:57:27.956639,C2248,USA,Florida,Youngfurt,Books,Fiction Novel,5,349.99,253.24,1749.95,483.75,Mid-Value,Returned
10161,2023-07-16 05:39:08.610514,C2744,UK,Scotland,North Richardshire,Books,Biography,1,208.34,121.03,208.34,87.31,High-Value,In Transit
10162,2023-08-05 04:08:33.332324,C2549,India,Karnataka,Port Gregoryborough,Books,Cookbook,4,325.76,176.16,1303.04,598.4,Mid-Value,Returned
10163,2023-04-24 07:16:41.678283,C2826,USA,California,Port Paulville,Clothing,Sweater,3,144.2,58.97,432.6,255.69,High-Value,Processing
10164,2022-04-02 16:11:33.244040,C2583,Brazil,Bahia,West Carmen,Clothing,Jeans,3,164.7,106.21,494.1,175.47,Low-Value,Delivered
10165,2022-06-08 09:10:53.732325,C2548,Germany,Hamburg,East Oscarfort,Electronics,Laptop,2,137.88,89.07,275.76,97.62,Mid-Value,Returned
10166,2022-03-31 10:46:40.057037,C2473,India,Karnataka,Rodriguezmouth,Electronics,Smartphone,4,166.88,94.73,667.52,288.6,High-Value,Delivered
10167,2023-10-03 01:28:14.869927,C2707,UK,Wales,Lake Gary,Home Goods,Coffee Maker,5,75.73,52.21,378.65,117.6,Low-Value,Delivered
10168,2022-01-17 13:34:33.131953,C2920,India,Delhi,Powersborough,Home Goods,Blender,5,418.17,308.55,2090.85,548.1,Mid-Value,Processing
10169,2023-01-28 01:35:27.071587,C2637,USA,California,Port Kevinshire,Electronics,Headphones,4,419.93,211.53,1679.72,833.6,High-Value,In Transit
10170,2024-03-14 19:10:33.031882,C2863,Germany,Berlin,Julieshire,Electronics,Laptop,5,21.98,9.7,109.9,61.4,Low-Value,Processing
10171,2022-08-25 13:36:08.713513,C2425,Germany,Hesse,West Stevenfurt,Home Goods,Vacuum Cleaner,4,439.51,203.59,1758.04,943.68,Mid-Value,In Transit
10172,2022-04-06 19:32:32.792914,C2514,Germany,Hamburg,Kennethburgh,Home Goods,Vacuum Cleaner,4,61.76,36.91,247.04,99.4,High-Value,In Transit
10173,2022-10-16 05:28:04.317382,C2357,USA,Florida,Javierland,Clothing,T-Shirt,5,382.38,180.69,1911.9,1008.45,High-Value,Delivered
10174,2022-07-11 04:27:34.787279,C2806,India,Karnataka,New Clifford,Clothing,Jeans,1,437.87,280.77,437.87,157.1,High-Value,Delivered
10175,2022-03-10 07:07:58.097045,C2144,Brazil,Minas Gerais,Newmanborough,Electronics,Smartphone,1,166.92,102.14,166.92,64.78,Mid-Value,In Transit
